Timestamp,Constituency_No,Party,Sentiment,Platform,Comment
18-10-2024,27,ADMK,Positive,Twitter,ADMK is gaining in 27
27-02-2025,27,DMK,Positive,YouTube,DMK is gaining in 27
26-10-2024,27,DMK,Neutral,Twitter,DMK is neutral in 27
08-12-2024,27,BJP,Neutral,Twitter,BJP is neutral in 27
29-11-2024,27,ADMK,Negative,YouTube,ADMK is facing challenges in 27
06-12-2024,27,ADMK,Neutral,Twitter,ADMK is neutral in 27
14-01-2025,27,TVK,Positive,Twitter,TVK is gaining in 27
09-01-2025,27,TVK,Positive,Twitter,TVK is gaining in 27
05-11-2024,27,DMK,Neutral,YouTube,DMK is neutral in 27
06-12-2024,27,ADMK,Negative,Twitter,ADMK is facing challenges in 27
01-12-2024,27,TVK,Positive,Twitter,TVK is gaining in 27
21-02-2025,27,TVK,Positive,YouTube,TVK is gaining in 27
28-02-2025,27,BJP,Negative,YouTube,BJP is facing challenges in 27
14-02-2025,27,Congress,Negative,YouTube,Congress is facing challenges in 27
08-01-2025,27,DMK,Negative,YouTube,DMK is facing challenges in 27
17-01-2025,27,DMK,Positive,YouTube,DMK is gaining in 27
27-11-2024,27,ADMK,Positive,Twitter,ADMK is gaining in 27
26-11-2024,27,ADMK,Neutral,YouTube,ADMK is neutral in 27
11-02-2025,27,BJP,Negative,Twitter,BJP is facing challenges in 27
09-11-2024,27,ADMK,Negative,Twitter,ADMK is facing challenges in 27
12-11-2024,27,DMK,Positive,YouTube,DMK is gaining in 27
04-11-2024,27,Congress,Negative,YouTube,Congress is facing challenges in 27
18-02-2025,27,TVK,Positive,Twitter,TVK is gaining in 27
13-02-2025,27,DMK,Negative,YouTube,DMK is facing challenges in 27
30-01-2025,27,BJP,Negative,YouTube,BJP is facing challenges in 27
18-11-2024,27,TVK,Positive,YouTube,TVK is gaining in 27
02-10-2024,27,DMK,Negative,YouTube,DMK is facing challenges in 27
10-10-2024,27,ADMK,Negative,Twitter,ADMK is facing challenges in 27
25-01-2025,27,BJP,Negative,Twitter,BJP is facing challenges in 27
05-10-2024,27,Congress,Negative,YouTube,Congress is facing challenges in 27
26-11-2024,27,ADMK,Negative,YouTube,ADMK is facing challenges in 27
11-10-2024,27,ADMK,Negative,Twitter,ADMK is facing challenges in 27
06-11-2024,27,TVK,Negative,YouTube,TVK is facing challenges in 27
03-10-2024,27,Congress,Neutral,Twitter,Congress is neutral in 27
13-12-2024,28,Congress,Neutral,YouTube,Congress is neutral in 28
27-02-2025,28,DMK,Positive,Twitter,DMK is gaining in 28
14-10-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
24-10-2024,28,BJP,Positive,Twitter,BJP is gaining in 28
09-02-2025,28,Congress,Neutral,Twitter,Congress is neutral in 28
23-11-2024,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
02-01-2025,28,TVK,Negative,Twitter,TVK is facing challenges in 28
08-11-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
24-12-2024,28,Congress,Neutral,Twitter,Congress is neutral in 28
21-12-2024,28,ADMK,Positive,YouTube,ADMK is gaining in 28
14-01-2025,28,TVK,Negative,YouTube,TVK is facing challenges in 28
08-11-2024,28,DMK,Negative,Twitter,DMK is facing challenges in 28
08-11-2024,28,Congress,Neutral,YouTube,Congress is neutral in 28
26-02-2025,28,ADMK,Positive,YouTube,ADMK is gaining in 28
24-01-2025,28,BJP,Negative,YouTube,BJP is facing challenges in 28
13-12-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
12-01-2025,28,TVK,Positive,YouTube,TVK is gaining in 28
08-02-2025,28,TVK,Positive,Twitter,TVK is gaining in 28
04-11-2024,28,DMK,Negative,YouTube,DMK is facing challenges in 28
22-12-2024,28,TVK,Negative,Twitter,TVK is facing challenges in 28
05-11-2024,28,Congress,Neutral,YouTube,Congress is neutral in 28
17-11-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
18-10-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
16-12-2024,28,DMK,Neutral,Twitter,DMK is neutral in 28
26-11-2024,28,DMK,Negative,YouTube,DMK is facing challenges in 28
07-02-2025,28,Congress,Neutral,YouTube,Congress is neutral in 28
25-10-2024,28,DMK,Negative,Twitter,DMK is facing challenges in 28
10-02-2025,28,ADMK,Positive,Twitter,ADMK is gaining in 28
28-12-2024,28,Congress,Negative,Twitter,Congress is facing challenges in 28
07-12-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
28-01-2025,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
24-10-2024,28,Congress,Positive,Twitter,Congress is gaining in 28
15-01-2025,28,DMK,Positive,Twitter,DMK is gaining in 28
16-10-2024,28,BJP,Negative,Twitter,BJP is facing challenges in 28
02-02-2025,28,ADMK,Positive,YouTube,ADMK is gaining in 28
13-01-2025,28,ADMK,Positive,YouTube,ADMK is gaining in 28
04-12-2024,28,Congress,Neutral,YouTube,Congress is neutral in 28
01-12-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
30-01-2025,28,Congress,Neutral,YouTube,Congress is neutral in 28
11-11-2024,28,ADMK,Neutral,Twitter,ADMK is neutral in 28
03-12-2024,28,DMK,Negative,Twitter,DMK is facing challenges in 28
29-12-2024,28,DMK,Neutral,YouTube,DMK is neutral in 28
18-10-2024,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
11-01-2025,28,TVK,Positive,Twitter,TVK is gaining in 28
25-02-2025,28,DMK,Positive,YouTube,DMK is gaining in 28
29-11-2024,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
14-12-2024,28,BJP,Negative,Twitter,BJP is facing challenges in 28
10-11-2024,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
20-01-2025,28,BJP,Positive,YouTube,BJP is gaining in 28
28-12-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
28-02-2025,28,Congress,Negative,YouTube,Congress is facing challenges in 28
23-02-2025,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
11-11-2024,28,BJP,Negative,Twitter,BJP is facing challenges in 28
06-11-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
22-02-2025,28,TVK,Neutral,Twitter,TVK is neutral in 28
30-01-2025,28,TVK,Negative,Twitter,TVK is facing challenges in 28
21-12-2024,28,Congress,Neutral,Twitter,Congress is neutral in 28
01-02-2025,28,DMK,Neutral,YouTube,DMK is neutral in 28
08-10-2024,28,BJP,Positive,Twitter,BJP is gaining in 28
25-12-2024,28,BJP,Neutral,Twitter,BJP is neutral in 28
01-01-2025,28,TVK,Neutral,YouTube,TVK is neutral in 28
31-12-2024,28,DMK,Positive,YouTube,DMK is gaining in 28
17-10-2024,28,BJP,Negative,Twitter,BJP is facing challenges in 28
14-12-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
26-01-2025,28,ADMK,Positive,YouTube,ADMK is gaining in 28
02-01-2025,28,ADMK,Neutral,Twitter,ADMK is neutral in 28
25-12-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
29-12-2024,28,Congress,Neutral,Twitter,Congress is neutral in 28
12-12-2024,28,Congress,Positive,YouTube,Congress is gaining in 28
02-02-2025,28,TVK,Neutral,YouTube,TVK is neutral in 28
20-12-2024,28,TVK,Neutral,YouTube,TVK is neutral in 28
01-02-2025,28,DMK,Positive,YouTube,DMK is gaining in 28
31-01-2025,28,BJP,Neutral,Twitter,BJP is neutral in 28
12-11-2024,28,BJP,Negative,YouTube,BJP is facing challenges in 28
28-12-2024,28,BJP,Positive,Twitter,BJP is gaining in 28
12-01-2025,28,Congress,Negative,YouTube,Congress is facing challenges in 28
13-02-2025,28,Congress,Positive,Twitter,Congress is gaining in 28
26-11-2024,28,DMK,Positive,Twitter,DMK is gaining in 28
10-10-2024,28,DMK,Positive,Twitter,DMK is gaining in 28
24-12-2024,28,BJP,Neutral,YouTube,BJP is neutral in 28
05-02-2025,28,Congress,Neutral,YouTube,Congress is neutral in 28
27-11-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
26-02-2025,28,BJP,Negative,YouTube,BJP is facing challenges in 28
28-12-2024,28,BJP,Negative,YouTube,BJP is facing challenges in 28
24-10-2024,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
09-10-2024,28,BJP,Negative,Twitter,BJP is facing challenges in 28
13-11-2024,28,Congress,Neutral,YouTube,Congress is neutral in 28
29-10-2024,28,TVK,Negative,Twitter,TVK is facing challenges in 28
04-12-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
04-02-2025,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
08-10-2024,28,DMK,Positive,Twitter,DMK is gaining in 28
25-12-2024,28,DMK,Positive,Twitter,DMK is gaining in 28
20-12-2024,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
15-01-2025,28,Congress,Positive,Twitter,Congress is gaining in 28
24-10-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
19-02-2025,28,DMK,Neutral,YouTube,DMK is neutral in 28
12-02-2025,28,DMK,Negative,Twitter,DMK is facing challenges in 28
01-01-2025,28,DMK,Neutral,Twitter,DMK is neutral in 28
29-11-2024,28,DMK,Neutral,YouTube,DMK is neutral in 28
30-10-2024,28,DMK,Negative,Twitter,DMK is facing challenges in 28
06-12-2024,28,BJP,Positive,YouTube,BJP is gaining in 28
21-01-2025,28,BJP,Negative,Twitter,BJP is facing challenges in 28
13-10-2024,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
10-12-2024,28,BJP,Neutral,YouTube,BJP is neutral in 28
08-10-2024,28,DMK,Negative,Twitter,DMK is facing challenges in 28
11-02-2025,28,BJP,Negative,YouTube,BJP is facing challenges in 28
30-11-2024,28,Congress,Positive,Twitter,Congress is gaining in 28
08-11-2024,28,TVK,Neutral,Twitter,TVK is neutral in 28
23-01-2025,28,BJP,Negative,YouTube,BJP is facing challenges in 28
15-12-2024,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
27-01-2025,28,TVK,Negative,YouTube,TVK is facing challenges in 28
06-11-2024,28,BJP,Neutral,Twitter,BJP is neutral in 28
25-02-2025,28,DMK,Negative,YouTube,DMK is facing challenges in 28
06-11-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
19-01-2025,28,TVK,Positive,YouTube,TVK is gaining in 28
14-10-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
23-12-2024,28,DMK,Neutral,Twitter,DMK is neutral in 28
18-11-2024,28,TVK,Negative,YouTube,TVK is facing challenges in 28
03-12-2024,28,ADMK,Positive,YouTube,ADMK is gaining in 28
04-10-2024,28,TVK,Negative,Twitter,TVK is facing challenges in 28
19-12-2024,28,DMK,Negative,Twitter,DMK is facing challenges in 28
07-10-2024,28,DMK,Neutral,YouTube,DMK is neutral in 28
19-01-2025,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
17-11-2024,28,BJP,Neutral,YouTube,BJP is neutral in 28
17-10-2024,28,BJP,Neutral,Twitter,BJP is neutral in 28
04-01-2025,28,BJP,Negative,YouTube,BJP is facing challenges in 28
17-10-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
18-11-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
11-01-2025,28,BJP,Negative,YouTube,BJP is facing challenges in 28
13-02-2025,28,BJP,Neutral,Twitter,BJP is neutral in 28
26-01-2025,28,DMK,Negative,Twitter,DMK is facing challenges in 28
18-12-2024,28,DMK,Negative,YouTube,DMK is facing challenges in 28
14-01-2025,28,DMK,Neutral,Twitter,DMK is neutral in 28
05-12-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
29-12-2024,28,TVK,Neutral,YouTube,TVK is neutral in 28
28-12-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
16-10-2024,28,Congress,Negative,Twitter,Congress is facing challenges in 28
15-01-2025,28,Congress,Positive,YouTube,Congress is gaining in 28
28-01-2025,28,TVK,Positive,YouTube,TVK is gaining in 28
23-11-2024,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
30-11-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
02-11-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
07-02-2025,28,Congress,Negative,YouTube,Congress is facing challenges in 28
05-10-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
19-01-2025,28,Congress,Negative,YouTube,Congress is facing challenges in 28
03-11-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
14-11-2024,28,Congress,Neutral,Twitter,Congress is neutral in 28
13-11-2024,28,TVK,Negative,YouTube,TVK is facing challenges in 28
06-10-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
25-10-2024,28,TVK,Neutral,Twitter,TVK is neutral in 28
28-11-2024,28,ADMK,Positive,Twitter,ADMK is gaining in 28
20-02-2025,28,ADMK,Positive,Twitter,ADMK is gaining in 28
24-10-2024,28,BJP,Negative,Twitter,BJP is facing challenges in 28
05-12-2024,28,TVK,Neutral,Twitter,TVK is neutral in 28
16-01-2025,28,BJP,Positive,YouTube,BJP is gaining in 28
16-12-2024,28,DMK,Negative,YouTube,DMK is facing challenges in 28
12-02-2025,28,Congress,Neutral,YouTube,Congress is neutral in 28
01-12-2024,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
13-01-2025,28,TVK,Positive,YouTube,TVK is gaining in 28
14-01-2025,28,ADMK,Positive,Twitter,ADMK is gaining in 28
17-01-2025,28,Congress,Negative,YouTube,Congress is facing challenges in 28
22-10-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
15-01-2025,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
06-11-2024,28,BJP,Negative,YouTube,BJP is facing challenges in 28
16-12-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
11-11-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
07-12-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
07-01-2025,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
09-11-2024,28,ADMK,Negative,YouTube,ADMK is facing challenges in 28
22-11-2024,28,TVK,Negative,Twitter,TVK is facing challenges in 28
02-11-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
11-10-2024,28,DMK,Neutral,YouTube,DMK is neutral in 28
09-11-2024,28,BJP,Negative,YouTube,BJP is facing challenges in 28
14-10-2024,28,Congress,Neutral,YouTube,Congress is neutral in 28
25-12-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
02-01-2025,28,TVK,Negative,YouTube,TVK is facing challenges in 28
10-10-2024,28,ADMK,Negative,Twitter,ADMK is facing challenges in 28
30-11-2024,28,Congress,Negative,YouTube,Congress is facing challenges in 28
23-01-2025,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
24-11-2024,28,ADMK,Neutral,Twitter,ADMK is neutral in 28
14-10-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
09-10-2024,28,TVK,Negative,Twitter,TVK is facing challenges in 28
14-10-2024,28,Congress,Negative,Twitter,Congress is facing challenges in 28
14-10-2024,28,Congress,Positive,YouTube,Congress is gaining in 28
04-12-2024,28,ADMK,Positive,YouTube,ADMK is gaining in 28
01-11-2024,28,TVK,Positive,Twitter,TVK is gaining in 28
04-01-2025,28,DMK,Negative,YouTube,DMK is facing challenges in 28
21-01-2025,28,Congress,Neutral,Twitter,Congress is neutral in 28
02-12-2024,28,DMK,Neutral,Twitter,DMK is neutral in 28
27-12-2024,28,Congress,Negative,Twitter,Congress is facing challenges in 28
12-11-2024,28,DMK,Negative,Twitter,DMK is facing challenges in 28
04-11-2024,28,ADMK,Neutral,YouTube,ADMK is neutral in 28
22-10-2024,28,TVK,Neutral,YouTube,TVK is neutral in 28
16-01-2025,28,ADMK,Positive,YouTube,ADMK is gaining in 28
28-02-2025,28,BJP,Negative,YouTube,BJP is facing challenges in 28
17-01-2025,28,Congress,Negative,YouTube,Congress is facing challenges in 28
09-10-2024,28,DMK,Neutral,YouTube,DMK is neutral in 28
15-01-2025,28,Congress,Negative,YouTube,Congress is facing challenges in 28
13-11-2024,28,TVK,Positive,YouTube,TVK is gaining in 28
02-01-2025,28,DMK,Negative,YouTube,DMK is facing challenges in 28
20-02-2025,29,TVK,Neutral,Twitter,TVK is neutral in 29
24-12-2024,29,TVK,Negative,YouTube,TVK is facing challenges in 29
31-10-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
24-12-2024,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
04-11-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
08-11-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
06-10-2024,29,TVK,Positive,YouTube,TVK is gaining in 29
16-01-2025,29,BJP,Negative,YouTube,BJP is facing challenges in 29
19-02-2025,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
12-10-2024,29,BJP,Negative,YouTube,BJP is facing challenges in 29
12-11-2024,29,ADMK,Positive,YouTube,ADMK is gaining in 29
28-10-2024,29,DMK,Positive,Twitter,DMK is gaining in 29
11-02-2025,29,TVK,Positive,Twitter,TVK is gaining in 29
24-01-2025,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
07-12-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
10-11-2024,29,Congress,Neutral,Twitter,Congress is neutral in 29
30-12-2024,29,DMK,Negative,YouTube,DMK is facing challenges in 29
15-11-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
02-10-2024,29,BJP,Positive,YouTube,BJP is gaining in 29
25-11-2024,29,DMK,Neutral,Twitter,DMK is neutral in 29
02-01-2025,29,DMK,Negative,Twitter,DMK is facing challenges in 29
19-12-2024,29,TVK,Positive,YouTube,TVK is gaining in 29
11-12-2024,29,TVK,Positive,YouTube,TVK is gaining in 29
08-10-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
21-01-2025,29,DMK,Neutral,YouTube,DMK is neutral in 29
06-11-2024,29,TVK,Positive,YouTube,TVK is gaining in 29
25-12-2024,29,BJP,Negative,YouTube,BJP is facing challenges in 29
09-11-2024,29,TVK,Negative,Twitter,TVK is facing challenges in 29
25-10-2024,29,ADMK,Positive,Twitter,ADMK is gaining in 29
10-01-2025,29,ADMK,Neutral,YouTube,ADMK is neutral in 29
29-10-2024,29,BJP,Negative,Twitter,BJP is facing challenges in 29
22-12-2024,29,BJP,Negative,Twitter,BJP is facing challenges in 29
21-11-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
29-12-2024,29,ADMK,Positive,Twitter,ADMK is gaining in 29
17-02-2025,29,BJP,Positive,YouTube,BJP is gaining in 29
26-01-2025,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
23-12-2024,29,Congress,Negative,YouTube,Congress is facing challenges in 29
25-12-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
08-02-2025,29,BJP,Negative,YouTube,BJP is facing challenges in 29
15-12-2024,29,ADMK,Neutral,Twitter,ADMK is neutral in 29
04-10-2024,29,BJP,Negative,Twitter,BJP is facing challenges in 29
10-01-2025,29,DMK,Positive,YouTube,DMK is gaining in 29
10-11-2024,29,Congress,Negative,YouTube,Congress is facing challenges in 29
24-02-2025,29,Congress,Positive,Twitter,Congress is gaining in 29
19-02-2025,29,ADMK,Positive,YouTube,ADMK is gaining in 29
04-02-2025,29,BJP,Negative,YouTube,BJP is facing challenges in 29
05-12-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
19-10-2024,29,Congress,Positive,Twitter,Congress is gaining in 29
06-01-2025,29,DMK,Positive,Twitter,DMK is gaining in 29
27-10-2024,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
02-10-2024,29,Congress,Positive,YouTube,Congress is gaining in 29
04-11-2024,29,DMK,Positive,YouTube,DMK is gaining in 29
01-11-2024,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
02-11-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
09-02-2025,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
01-11-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
19-01-2025,29,ADMK,Neutral,YouTube,ADMK is neutral in 29
10-02-2025,29,Congress,Negative,Twitter,Congress is facing challenges in 29
09-01-2025,29,Congress,Negative,Twitter,Congress is facing challenges in 29
27-01-2025,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
24-10-2024,29,TVK,Neutral,YouTube,TVK is neutral in 29
15-12-2024,29,TVK,Neutral,Twitter,TVK is neutral in 29
22-10-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
06-10-2024,29,Congress,Neutral,Twitter,Congress is neutral in 29
16-10-2024,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
24-01-2025,29,BJP,Negative,Twitter,BJP is facing challenges in 29
17-11-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
18-02-2025,29,Congress,Negative,YouTube,Congress is facing challenges in 29
08-01-2025,29,ADMK,Positive,Twitter,ADMK is gaining in 29
21-01-2025,29,TVK,Neutral,YouTube,TVK is neutral in 29
15-11-2024,29,DMK,Negative,Twitter,DMK is facing challenges in 29
18-10-2024,29,Congress,Neutral,Twitter,Congress is neutral in 29
19-02-2025,29,DMK,Neutral,Twitter,DMK is neutral in 29
06-10-2024,29,Congress,Negative,Twitter,Congress is facing challenges in 29
20-01-2025,29,Congress,Negative,YouTube,Congress is facing challenges in 29
20-02-2025,29,Congress,Neutral,Twitter,Congress is neutral in 29
01-11-2024,29,BJP,Negative,YouTube,BJP is facing challenges in 29
02-02-2025,29,Congress,Negative,YouTube,Congress is facing challenges in 29
18-11-2024,29,DMK,Negative,YouTube,DMK is facing challenges in 29
19-02-2025,29,TVK,Negative,Twitter,TVK is facing challenges in 29
24-10-2024,29,Congress,Negative,Twitter,Congress is facing challenges in 29
15-01-2025,29,TVK,Positive,YouTube,TVK is gaining in 29
31-10-2024,29,DMK,Negative,YouTube,DMK is facing challenges in 29
11-01-2025,29,BJP,Negative,YouTube,BJP is facing challenges in 29
23-02-2025,29,ADMK,Neutral,YouTube,ADMK is neutral in 29
13-02-2025,29,Congress,Negative,YouTube,Congress is facing challenges in 29
12-10-2024,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
25-02-2025,29,TVK,Negative,YouTube,TVK is facing challenges in 29
12-10-2024,29,DMK,Neutral,YouTube,DMK is neutral in 29
23-12-2024,29,TVK,Neutral,Twitter,TVK is neutral in 29
26-01-2025,29,Congress,Negative,Twitter,Congress is facing challenges in 29
10-12-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
04-12-2024,29,DMK,Neutral,YouTube,DMK is neutral in 29
25-02-2025,29,Congress,Negative,Twitter,Congress is facing challenges in 29
27-11-2024,29,Congress,Negative,Twitter,Congress is facing challenges in 29
19-11-2024,29,BJP,Negative,Twitter,BJP is facing challenges in 29
12-12-2024,29,TVK,Positive,YouTube,TVK is gaining in 29
12-10-2024,29,ADMK,Positive,YouTube,ADMK is gaining in 29
15-02-2025,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
10-11-2024,29,Congress,Negative,YouTube,Congress is facing challenges in 29
17-02-2025,29,BJP,Negative,YouTube,BJP is facing challenges in 29
19-11-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
04-12-2024,29,TVK,Positive,YouTube,TVK is gaining in 29
28-12-2024,29,DMK,Neutral,Twitter,DMK is neutral in 29
04-01-2025,29,Congress,Positive,Twitter,Congress is gaining in 29
08-10-2024,29,ADMK,Neutral,YouTube,ADMK is neutral in 29
11-01-2025,29,TVK,Positive,Twitter,TVK is gaining in 29
29-12-2024,29,BJP,Negative,Twitter,BJP is facing challenges in 29
13-01-2025,29,BJP,Negative,YouTube,BJP is facing challenges in 29
05-02-2025,29,BJP,Positive,YouTube,BJP is gaining in 29
25-01-2025,29,TVK,Neutral,Twitter,TVK is neutral in 29
23-02-2025,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
07-12-2024,29,DMK,Positive,YouTube,DMK is gaining in 29
14-02-2025,29,ADMK,Neutral,Twitter,ADMK is neutral in 29
01-11-2024,29,TVK,Neutral,YouTube,TVK is neutral in 29
05-11-2024,29,Congress,Negative,Twitter,Congress is facing challenges in 29
01-11-2024,29,Congress,Negative,YouTube,Congress is facing challenges in 29
27-01-2025,29,Congress,Neutral,YouTube,Congress is neutral in 29
20-10-2024,29,BJP,Neutral,Twitter,BJP is neutral in 29
11-11-2024,29,TVK,Neutral,Twitter,TVK is neutral in 29
31-12-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
22-02-2025,29,Congress,Negative,Twitter,Congress is facing challenges in 29
22-10-2024,29,TVK,Negative,Twitter,TVK is facing challenges in 29
07-02-2025,29,DMK,Negative,YouTube,DMK is facing challenges in 29
29-01-2025,29,Congress,Negative,Twitter,Congress is facing challenges in 29
26-02-2025,29,TVK,Neutral,YouTube,TVK is neutral in 29
12-12-2024,29,DMK,Neutral,Twitter,DMK is neutral in 29
19-10-2024,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
09-01-2025,29,DMK,Negative,Twitter,DMK is facing challenges in 29
25-02-2025,29,TVK,Positive,Twitter,TVK is gaining in 29
06-01-2025,29,DMK,Negative,YouTube,DMK is facing challenges in 29
02-11-2024,29,Congress,Positive,YouTube,Congress is gaining in 29
19-12-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
06-02-2025,29,TVK,Negative,YouTube,TVK is facing challenges in 29
26-01-2025,29,ADMK,Neutral,Twitter,ADMK is neutral in 29
28-11-2024,29,Congress,Neutral,Twitter,Congress is neutral in 29
26-10-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
31-01-2025,29,Congress,Negative,YouTube,Congress is facing challenges in 29
26-01-2025,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
31-01-2025,29,BJP,Negative,Twitter,BJP is facing challenges in 29
23-02-2025,29,ADMK,Negative,YouTube,ADMK is facing challenges in 29
15-02-2025,29,TVK,Neutral,YouTube,TVK is neutral in 29
23-02-2025,29,ADMK,Neutral,Twitter,ADMK is neutral in 29
09-12-2024,29,BJP,Negative,YouTube,BJP is facing challenges in 29
07-02-2025,29,TVK,Positive,Twitter,TVK is gaining in 29
15-11-2024,29,TVK,Neutral,Twitter,TVK is neutral in 29
01-02-2025,29,ADMK,Neutral,Twitter,ADMK is neutral in 29
26-02-2025,29,TVK,Neutral,Twitter,TVK is neutral in 29
24-10-2024,29,TVK,Negative,Twitter,TVK is facing challenges in 29
09-10-2024,29,BJP,Positive,YouTube,BJP is gaining in 29
07-12-2024,29,BJP,Positive,Twitter,BJP is gaining in 29
29-11-2024,29,BJP,Neutral,YouTube,BJP is neutral in 29
05-10-2024,29,ADMK,Neutral,YouTube,ADMK is neutral in 29
09-02-2025,29,Congress,Neutral,Twitter,Congress is neutral in 29
14-12-2024,29,ADMK,Negative,Twitter,ADMK is facing challenges in 29
09-01-2025,29,DMK,Neutral,YouTube,DMK is neutral in 29
03-10-2024,29,BJP,Positive,YouTube,BJP is gaining in 29
03-01-2025,29,TVK,Positive,YouTube,TVK is gaining in 29
05-11-2024,29,Congress,Negative,Twitter,Congress is facing challenges in 29
22-01-2025,29,BJP,Negative,YouTube,BJP is facing challenges in 29
06-12-2024,29,DMK,Neutral,YouTube,DMK is neutral in 29
25-11-2024,29,ADMK,Positive,Twitter,ADMK is gaining in 29
10-12-2024,29,DMK,Negative,YouTube,DMK is facing challenges in 29
23-01-2025,29,DMK,Positive,Twitter,DMK is gaining in 29
19-12-2024,29,BJP,Negative,YouTube,BJP is facing challenges in 29
11-10-2024,29,TVK,Positive,Twitter,TVK is gaining in 29
17-10-2024,29,Congress,Negative,YouTube,Congress is facing challenges in 29
24-02-2025,29,Congress,Neutral,YouTube,Congress is neutral in 29
07-10-2024,29,Congress,Neutral,Twitter,Congress is neutral in 29
